ANNEE_CTR,CONTRAT_ANCIENNETE,FREQUENCE_PAIEMENT_COTISATION,GROUPE_KM,ZONE_RISQUE,AGE_ASSURE_PRINCIPAL,GENRE,DEUXIEME_CONDUCTEUR,ANCIENNETE_PERMIS,ANNEE_CONSTRUCTION,ENERGIE,EQUIPEMENT_SECURITE,VALEUR_DU_BIEN,NB,CHARGE,EXPO
2019,"(1,2]",MENSUEL,[0;20000[,B,78,M,True,27,2017.0,ESSENCE,FAUX,[15000;20000[,0,0.0,364.91530054644795
2017,"(-1,0]",ANNUEL,[0;20000[,D,25,M,False,20,2021,DIESEL,FAUX,Inconnu,0,0.0,33.00000000000001
2018,"(2,5]",MENSUEL,[0;20000[,A,62,M,False,61,2011.0,DIESEL,FAUX,[10000;15000[,0,0.0,365.0
2019,"(2,5]",MENSUEL,[0;20000[,A,46,F,False,49,2015.0,ESSENCE,VRAI,[10000;15000[,1,13993.43,73.0
2020,"(2,5]",MENSUEL,[0;20000[,B,57,Autre,False,35,2014.0,DIESEL,VRAI,[15000;20000[,0,0.0,365.0
2020,"(-1,0]",MENSUEL,[20000;40000[,A,30,Autre,False,16,2015.0,ESSENCE,FAUX,[0;10000[,0,0.0,183.00000000000014
2020,"(2,5]",MENSUEL,[0;20000[,C,44,M,False,46,2017.0,ESSENCE,VRAI,[20000;25000[,0,0.0,365.0
2018,"(-1,0]",ANNUEL,[0;20000[,D,70,F,True,28,2006.0,ESSENCE,FAUX,[10000;15000[,0,0.0,28.000000000000007
2020,"(2,5]",MENSUEL,[0;20000[,J,54,M,False,34,2016.0,ESSENCE,VRAI,[15000;20000[,0,0.0,277.2404371584701
2018,"(-1,0]",TRIMESTRIEL,[0;20000[,C,35,M,False,8,2017.0,ESSENCE,FAUX,[20000;25000[,0,0.0,203.99999999999997
2018,"(0,1]",ANNUEL,[0;20000[,A,59,M,True,44,2017.0,ESSENCE,FAUX,[20000;25000[,1,2119.82,365.0
2020,"(0,1]",ANNUEL,[20000;40000[,D,52,M,False,41,2011.0,DIESEL,FAUX,[15000;20000[,0,0.0,365.0
2021,"(0,1]",ANNUEL,[0;20000[,C,58,F,True,28,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,303.99999999999994
2020,"(2,5]",MENSUEL,[0;20000[,B,30,F,False,17,2017.0,ESSENCE,VRAI,[10000;15000[,0,0.0,365.0
2020,"(1,2]",MENSUEL,[20000;40000[,L,26,M,False,12,2017.0,ESSENCE,VRAI,[20000;25000[,0,0.0,244.33060109289613
2016,"(0,1]",MENSUEL,[20000;40000[,A,35,M,False,13,2015.0,ESSENCE,VRAI,[20000;25000[,0,0.0,365.0
2017,"(1,2]",MENSUEL,[0;20000[,A,30,F,False,20,2014.0,DIESEL,VRAI,[20000;25000[,0,0.0,365.0
2020,"(1,2]",MENSUEL,[40000;60000[,C,31,M,True,17,2020.0,DIESEL,FAUX,[25000;35000[,0,0.0,365.0
2018,"(2,5]",TRIMESTRIEL,[20000;40000[,A,26,M,False,11,2014.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2018,"(-1,0]",TRIMESTRIEL,[0;20000[,B,29,F,False,19,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,203.00000000000006
2016,"(0,1]",MENSUEL,[0;20000[,A,26,F,False,12,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2021,"(-1,0]",MENSUEL,[0;20000[,H,36,M,True,55,2018.0,ESSENCE,FAUX,[10000;15000[,0,0.0,261.99999999999994
2019,"(2,5]",ANNUEL,[20000;40000[,C,55,Autre,True,49,2017.0,DIESEL,VRAI,[25000;35000[,0,0.0,364.64480874316934
2021,"(0,1]",TRIMESTRIEL,[0;20000[,E,63,F,False,43,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,303.99999999999994
2016,"(0,1]",TRIMESTRIEL,[40000;60000[,A,42,F,False,47,2013.0,DIESEL,FAUX,[10000;15000[,0,0.0,365.0
2020,"(2,5]",ANNUEL,[0;20000[,D,52,M,False,22,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2017,"(-1,0]",ANNUEL,[0;20000[,C,30,F,False,13,2016.0,ESSENCE,VRAI,[10000;15000[,0,0.0,292.9999999999999
2019,"(2,5]",MENSUEL,[0;20000[,B,25,F,False,11,2013.0,ESSENCE,FAUX,[0;10000[,0,0.0,31.99999999999999
2018,"(1,2]",ANNUEL,[0;20000[,C,52,F,False,49,2019.0,ESSENCE,VRAI,[10000;15000[,0,0.0,365.0
2021,"(5,10]",MENSUEL,[20000;40000[,A,52,F,False,63,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,303.99999999999994
2020,"(0,1]",MENSUEL,[20000;40000[,E,45,F,True,61,2018.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2018,"(-1,0]",MENSUEL,[0;20000[,E,41,Autre,False,44,2012.0,AUTRE,FAUX,[10000;15000[,0,0.0,60.000000000000135
2016,"(-1,0]",ANNUEL,[20000;40000[,B,42,F,True,69,2017.0,DIESEL,VRAI,[25000;35000[,0,0.0,237.0000000000001
2016,"(0,1]",ANNUEL,[20000;40000[,A,27,F,True,14,2012.0,DIESEL,FAUX,[10000;15000[,0,0.0,22.93715846994535
2019,"(-1,0]",MENSUEL,[0;20000[,C,35,M,True,36,2014.0,DIESEL,VRAI,[20000;25000[,0,0.0,183.49726775956267
2020,"(0,1]",ANNUEL,[0;20000[,B,28,M,False,13,2012.0,DIESEL,FAUX,[35000;99999[,0,0.0,365.0
2017,"(1,2]",TRIMESTRIEL,[0;20000[,C,40,M,False,39,2014.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2021,"(0,1]",ANNUEL,[0;20000[,B,65,F,False,35,2015.0,ESSENCE,FAUX,[15000;20000[,0,0.0,179.00000000000014
2016,"(0,1]",MENSUEL,[20000;40000[,B,34,M,False,15,2015.0,DIESEL,FAUX,[25000;35000[,0,0.0,365.0
2017,"(1,2]",MENSUEL,[0;20000[,C,54,F,True,67,2015.0,ESSENCE,FAUX,[15000;20000[,1,365.7,365.0
2021,"(0,1]",MENSUEL,[20000;40000[,B,49,F,False,35,2020.0,ESSENCE,FAUX,[0;10000[,0,0.0,303.99999999999994
2017,"(1,2]",MENSUEL,[0;20000[,A,37,F,False,68,2008.0,ESSENCE,VRAI,[10000;15000[,0,0.0,365.0
2020,"(0,1]",MENSUEL,[20000;40000[,B,67,M,False,56,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2021,"(1,2]",MENSUEL,[0;20000[,C,60,F,False,66,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,211.99999999999994
2018,"(1,2]",MENSUEL,[0;20000[,D,35,F,False,16,2015.0,DIESEL,FAUX,[10000;15000[,0,0.0,365.0
2020,"(2,5]",TRIMESTRIEL,[20000;40000[,A,48,M,False,24,2016.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2021,"(0,1]",MENSUEL,[20000;40000[,B,25,Autre,False,14,2010.0,DIESEL,FAUX,[35000;99999[,1,3750.0,303.99999999999994
2017,"(0,1]",MENSUEL,[0;20000[,C,26,F,False,16,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2018,"(1,2]",MENSUEL,[20000;40000[,B,40,M,False,54,2017.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2018,"(2,5]",ANNUEL,[20000;40000[,B,37,M,False,18,2015.0,ESSENCE,FAUX,[0;10000[,0,0.0,365.0
2017,"(-1,0]",TRIMESTRIEL,[40000;60000[,B,31,M,False,16,2017.0,ESSENCE,FAUX,[35000;99999[,0,0.0,200.0
2016,"(-1,0]",ANNUEL,[20000;40000[,D,32,F,False,13,2017.0,DIESEL,VRAI,[35000;99999[,0,0.0,284.00000000000006
2016,"(0,1]",ANNUEL,[40000;60000[,A,53,M,False,64,2013.0,ESSENCE,FAUX,[10000;15000[,0,0.0,51.857923497267606
2020,"(1,2]",TRIMESTRIEL,[0;20000[,C,46,M,False,20,2017.0,ESSENCE,VRAI,[20000;25000[,0,0.0,365.0
2020,"(2,5]",MENSUEL,[0;20000[,A,35,F,False,33,2012.0,DIESEL,FAUX,[15000;20000[,0,1380.3,365.0
2019,"(0,1]",ANNUEL,[0;20000[,D,43,F,False,46,2017.0,ESSENCE,FAUX,[0;10000[,0,0.0,180.99999999999997
2019,"(0,1]",MENSUEL,[0;20000[,A,35,M,False,16,2015.0,DIESEL,FAUX,[15000;20000[,0,0.0,364.69945355191254
2016,"(0,1]",ANNUEL,[0;20000[,C,25,M,False,12,2017.0,DIESEL,FAUX,[35000;99999[,0,0.0,365.0
2016,"(-1,0]",ANNUEL,[0;20000[,B,30,M,True,44,2014.0,ESSENCE,VRAI,[15000;20000[,0,0.0,345.0546448087433
2020,"(1,2]",ANNUEL,[0;20000[,B,43,M,True,28,2018.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2021,"(1,2]",MENSUEL,[0;20000[,C,36,F,False,13,2018.0,ESSENCE,VRAI,[15000;20000[,1,785.1,303.99999999999994
2021,"(1,2]",ANNUEL,[20000;40000[,C,25,F,False,18,2020.0,ESSENCE,FAUX,[25000;35000[,0,0.0,303.99999999999994
2018,"(1,2]",MENSUEL,[0;20000[,C,60,M,False,20,2015.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2016,"(0,1]",ANNUEL,[0;20000[,A,71,F,False,47,2014.0,ESSENCE,FAUX,[10000;15000[,0,0.0,249.31693989071022
2017,"(0,1]",ANNUEL,[0;20000[,C,44,F,True,60,2016.0,DIESEL,FAUX,[10000;15000[,0,0.0,365.0
2021,"(2,5]",MENSUEL,[20000;40000[,A,48,F,True,60,2018.0,ESSENCE,FAUX,[10000;15000[,0,1865.06,303.99999999999994
2017,"(-1,0]",MENSUEL,[20000;40000[,A,30,M,False,20,2014.0,DIESEL,VRAI,[25000;35000[,0,0.0,187.0000000000001
2017,"(1,2]",TRIMESTRIEL,[40000;60000[,D,41,M,False,43,2015.0,DIESEL,FAUX,[35000;99999[,0,0.0,307.00000000000006
2019,"(0,1]",MENSUEL,[20000;40000[,K,28,Autre,False,12,2018.0,DIESEL,VRAI,[20000;25000[,0,0.0,364.7322404371586
2021,"(2,5]",ANNUEL,[0;20000[,B,49,F,True,59,2017.0,ESSENCE,FAUX,[20000;25000[,0,0.0,253.00000000000006
2018,"(2,5]",ANNUEL,[0;20000[,D,56,F,False,45,2015.0,ESSENCE,VRAI,[10000;15000[,0,0.0,357.99999999999994
2016,"(0,1]",ANNUEL,[0;20000[,A,59,M,False,29,2013.0,DIESEL,VRAI,[20000;25000[,0,0.0,365.0
2021,"(-1,0]",TRIMESTRIEL,[0;20000[,B,61,F,False,17,2021.0,ESSENCE,FAUX,[20000;25000[,0,0.0,91.00000000000011
2021,"(2,5]",ANNUEL,[20000;40000[,B,35,M,False,38,2017.0,DIESEL,VRAI,[35000;99999[,0,0.0,288.9999999999999
2020,"(2,5]",ANNUEL,[20000;40000[,C,41,F,True,60,2018.0,DIESEL,FAUX,[10000;15000[,0,0.0,15.956284153005457
2020,"(1,2]",MENSUEL,[0;20000[,A,81,F,True,55,2018.0,ESSENCE,VRAI,[20000;25000[,0,0.0,365.0
2019,"(1,2]",MENSUEL,[20000;40000[,D,32,M,False,26,2021.0,DIESEL,FAUX,[10000;15000[,1,12867.94,23.000000000000007
2016,"(-1,0]",ANNUEL,[0;20000[,B,42,M,True,59,2012.0,DIESEL,VRAI,[35000;99999[,0,0.0,218.00000000000009
2016,"(0,1]",TRIMESTRIEL,[0;20000[,C,60,F,False,63,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,81.77595628415318
2019,"(2,5]",MENSUEL,[0;20000[,A,53,F,False,37,2013.0,DIESEL,FAUX,[10000;15000[,0,0.0,45.00000000000011
2018,"(2,5]",TRIMESTRIEL,[20000;40000[,A,41,F,False,24,2003.0,DIESEL,VRAI,[15000;20000[,0,0.0,365.0
2021,"(1,2]",TRIMESTRIEL,[20000;40000[,D,40,M,False,19,2018.0,ESSENCE,VRAI,[15000;20000[,0,0.0,222.00000000000006
2021,"(2,5]",ANNUEL,[0;20000[,C,35,M,False,18,2018.0,ESSENCE,FAUX,[0;10000[,0,0.0,303.99999999999994
2017,"(-1,0]",MENSUEL,[0;20000[,C,62,M,False,33,2017.0,ESSENCE,FAUX,[15000;20000[,0,0.0,138.00000000000003
2019,"(2,5]",TRIMESTRIEL,[0;20000[,A,54,F,False,69,2009.0,DIESEL,VRAI,[15000;20000[,0,0.0,365.0
2019,"(1,2]",ANNUEL,[20000;40000[,C,30,M,False,13,2015.0,ESSENCE,FAUX,[15000;20000[,1,164.97,364.22131147540995
2020,"(2,5]",MENSUEL,[0;20000[,C,32,M,False,16,2017.0,ESSENCE,FAUX,[15000;20000[,0,0.0,168.63387978142072
2020,"(0,1]",ANNUEL,[20000;40000[,C,35,M,False,16,2020.0,DIESEL,FAUX,[35000;99999[,0,0.0,70.80601092896161
2018,"(-1,0]",MENSUEL,[20000;40000[,K,35,M,True,20,2016.0,DIESEL,FAUX,[15000;20000[,0,0.0,31.99999999999999
2020,"(-1,0]",ANNUEL,[0;20000[,D,47,M,False,61,2019.0,ESSENCE,FAUX,[10000;15000[,0,0.0,325.10928961748624
2018,"(2,5]",ANNUEL,[40000;60000[,A,42,F,True,69,2014.0,DIESEL,VRAI,[35000;99999[,0,0.0,365.0
2017,"(-1,0]",ANNUEL,[0;20000[,A,33,M,False,18,2018.0,ESSENCE,VRAI,[20000;25000[,0,0.0,252.00000000000014
2016,"(-1,0]",ANNUEL,[20000;40000[,C,43,M,False,60,2015.0,DIESEL,VRAI,[20000;25000[,0,0.0,156.00000000000014
2017,"(1,2]",ANNUEL,[0;20000[,A,60,F,False,31,2014.0,ESSENCE,FAUX,[0;10000[,0,0.0,365.0
2019,"(-1,0]",ANNUEL,[20000;40000[,D,42,F,False,56,2018.0,ESSENCE,FAUX,[10000;15000[,0,0.0,175.51912568306022
2017,"(1,2]",ANNUEL,[0;20000[,A,45,F,False,32,2014.0,DIESEL,VRAI,[15000;20000[,0,0.0,365.0
2020,"(2,5]",MENSUEL,[0;20000[,B,33,M,True,11,2019.0,ESSENCE,FAUX,[35000;99999[,0,0.0,262.28142076502746
2021,"(0,1]",ANNUEL,[40000;60000[,B,25,M,False,10,2020.0,DIESEL,FAUX,[35000;99999[,0,0.0,253.00000000000006
2021,"(1,2]",MENSUEL,[20000;40000[,E,55,M,False,62,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,180.99999999999997
2017,"(-1,0]",MENSUEL,[0;20000[,C,60,M,False,37,2016.0,ESSENCE,FAUX,[20000;25000[,0,0.0,177.9999999999999
2020,"(2,5]",MENSUEL,[20000;40000[,A,55,F,False,24,2013.0,DIESEL,VRAI,[15000;20000[,0,0.0,145.601092896175
2021,"(0,1]",ANNUEL,[20000;40000[,A,34,F,False,20,2017.0,DIESEL,FAUX,[35000;99999[,0,0.0,303.99999999999994
2021,"(0,1]",TRIMESTRIEL,[20000;40000[,H,69,F,False,20,2017.0,ESSENCE,FAUX,[20000;25000[,0,0.0,303.99999999999994
2018,"(-1,0]",MENSUEL,[20000;40000[,B,42,F,True,62,2018.0,ESSENCE,FAUX,[10000;15000[,0,0.0,53.00000000000008
2020,"(2,5]",MENSUEL,[0;20000[,C,60,M,False,62,2014.0,DIESEL,VRAI,[20000;25000[,0,2390.11,309.7513661202187
2016,"(0,1]",ANNUEL,[0;20000[,A,28,M,False,15,2013.0,ESSENCE,VRAI,[15000;20000[,0,1523.32,365.0
2016,"(0,1]",MENSUEL,[0;20000[,A,40,M,False,36,2016.0,DIESEL,FAUX,[0;10000[,0,0.0,365.0
2017,"(-1,0]",MENSUEL,[20000;40000[,B,33,M,False,12,2014.0,DIESEL,FAUX,[15000;20000[,0,0.0,143.99999999999983
2018,"(-1,0]",MENSUEL,[20000;40000[,E,30,M,False,20,2020.0,DIESEL,VRAI,[20000;25000[,0,0.0,166.99999999999983
2021,"(2,5]",MENSUEL,[0;20000[,C,28,M,False,10,2018.0,ESSENCE,VRAI,[15000;20000[,0,0.0,242.00000000000003
2017,"(-1,0]",MENSUEL,[60000;99999[,A,35,M,True,20,2016.0,DIESEL,VRAI,[20000;25000[,1,34439.35,321.00000000000017
2021,"(0,1]",ANNUEL,[20000;40000[,D,25,F,False,12,2018.0,DIESEL,FAUX,[15000;20000[,0,0.0,231.99999999999986
2019,"(0,1]",ANNUEL,[0;20000[,A,57,M,False,34,2017.0,ESSENCE,FAUX,[20000;25000[,0,0.0,364.19125683060105
2020,"(0,1]",ANNUEL,[20000;40000[,D,37,M,False,62,2018.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2016,"(-1,0]",ANNUEL,[0;20000[,B,46,M,False,66,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,291.0000000000001
2016,"(0,1]",MENSUEL,[0;20000[,C,25,M,False,16,2007.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2016,"(0,1]",MENSUEL,[0;20000[,A,92,M,False,57,2013.0,ESSENCE,FAUX,[0;10000[,0,0.0,365.0
2019,"(0,1]",MENSUEL,[20000;40000[,C,59,M,False,23,2016.0,ESSENCE,VRAI,[35000;99999[,0,0.0,364.6038251366119
2020,"(1,2]",MENSUEL,[20000;40000[,C,27,F,False,13,2015.0,DIESEL,FAUX,[15000;20000[,0,0.0,365.0
2020,"(0,1]",TRIMESTRIEL,[20000;40000[,D,55,M,False,44,2011.0,DIESEL,VRAI,[35000;99999[,0,0.0,365.0
2020,"(1,2]",MENSUEL,[40000;60000[,L,35,F,True,16,2018.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2017,"(1,2]",ANNUEL,[0;20000[,C,25,F,False,9,2016.0,DIESEL,FAUX,[20000;25000[,0,0.0,365.0
2019,"(1,2]",TRIMESTRIEL,[40000;60000[,B,30,M,False,18,2017.0,DIESEL,VRAI,[20000;25000[,0,0.0,364.8770491803277
2018,"(-1,0]",TRIMESTRIEL,[0;20000[,D,50,M,True,63,2012.0,ESSENCE,FAUX,[15000;20000[,1,164.97,130.00000000000006
2021,"(2,5]",MENSUEL,[0;20000[,C,60,M,True,22,2008.0,ESSENCE,VRAI,[20000;25000[,0,0.0,303.99999999999994
2021,"(0,1]",ANNUEL,[20000;40000[,G,55,F,False,20,2017.0,DIESEL,FAUX,[25000;35000[,0,2657.33,161.00000000000003
2017,"(1,2]",MENSUEL,[0;20000[,A,35,M,False,16,2013.0,ESSENCE,VRAI,[20000;25000[,0,0.0,62.99999999999985
2021,"(5,10]",ANNUEL,[0;20000[,B,84,M,False,38,2010.0,DIESEL,FAUX,[35000;99999[,0,0.0,280.0
2018,"(1,2]",MENSUEL,[0;20000[,A,32,F,False,66,2016.0,ESSENCE,FAUX,[10000;15000[,1,561.36,365.0
2021,"(2,5]",ANNUEL,[0;20000[,C,60,F,False,60,2018.0,ESSENCE,FAUX,[10000;15000[,0,0.0,303.00000000000006
2020,"(-1,0]",TRIMESTRIEL,[20000;40000[,C,27,M,True,9,2019.0,DIESEL,FAUX,[25000;35000[,0,0.0,3.999999999999985
2020,"(1,2]",MENSUEL,[20000;40000[,C,28,M,False,18,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2017,"(1,2]",MENSUEL,[0;20000[,A,50,Autre,False,70,2015.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2020,"(1,2]",ANNUEL,[20000;40000[,E,50,M,True,61,2019.0,ESSENCE,FAUX,[20000;25000[,0,0.0,365.0
2020,"(1,2]",ANNUEL,[20000;40000[,D,49,M,False,40,2018.0,ESSENCE,FAUX,[35000;99999[,0,0.0,365.0
2021,"(2,5]",MENSUEL,[20000;40000[,B,58,F,True,46,2015.0,ESSENCE,VRAI,[10000;15000[,0,0.0,303.99999999999994
2019,"(1,2]",ANNUEL,[0;20000[,B,41,M,False,57,2015.0,ESSENCE,FAUX,[15000;20000[,0,0.0,364.17759562841525
2021,"(2,5]",ANNUEL,[20000;40000[,C,50,F,False,32,2016.0,DIESEL,VRAI,[25000;35000[,0,0.0,253.00000000000006
2016,"(-1,0]",ANNUEL,[0;20000[,D,62,F,True,45,2015.0,ESSENCE,VRAI,[35000;99999[,0,0.0,341.8251366120217
2018,"(0,1]",MENSUEL,[0;20000[,D,41,F,True,58,2017.0,DIESEL,FAUX,[20000;25000[,0,0.0,62.99999999999985
2016,"(0,1]",MENSUEL,[0;20000[,C,35,M,True,57,2013.0,DIESEL,FAUX,[15000;20000[,0,0.0,34.90437158469947
2017,"(0,1]",TRIMESTRIEL,[20000;40000[,A,56,F,True,33,2015.0,DIESEL,VRAI,[15000;20000[,0,0.0,365.0
2016,"(0,1]",MENSUEL,[0;20000[,A,42,M,False,62,2011.0,ESSENCE,VRAI,[10000;15000[,0,0.0,365.0
2016,"(0,1]",MENSUEL,[0;20000[,A,58,M,False,65,2014.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2020,"(2,5]",MENSUEL,[0;20000[,A,70,F,False,65,2016.0,ESSENCE,FAUX,[15000;20000[,0,0.0,365.0
2020,"(2,5]",MENSUEL,[20000;40000[,C,36,M,False,60,2014.0,DIESEL,VRAI,[15000;20000[,0,0.0,365.0
2017,"(-1,0]",MENSUEL,[0;20000[,C,61,F,False,49,2013.0,DIESEL,FAUX,[15000;20000[,0,0.0,257.99999999999994
2019,"(-1,0]",MENSUEL,[0;20000[,B,81,Autre,False,62,2018.0,ESSENCE,FAUX,[15000;20000[,1,4054.18,238.34699453551903
2021,"(5,10]",ANNUEL,[0;20000[,A,56,M,True,21,2006.0,ESSENCE,FAUX,[10000;15000[,0,0.0,80.99999999999997
2016,"(-1,0]",MENSUEL,[40000;60000[,A,35,M,False,30,2014.0,DIESEL,VRAI,[20000;25000[,0,0.0,343.0601092896176
2021,"(2,5]",MENSUEL,[0;20000[,B,37,F,False,53,2017.0,ESSENCE,FAUX,[20000;25000[,0,0.0,303.99999999999994
2016,"(0,1]",TRIMESTRIEL,[0;20000[,B,32,F,False,48,2014.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2021,"(2,5]",MENSUEL,[0;20000[,C,41,F,False,39,2017.0,ESSENCE,FAUX,[10000;15000[,0,0.0,303.99999999999994
2020,"(0,1]",ANNUEL,[20000;40000[,C,38,M,False,60,2018.0,DIESEL,FAUX,[25000;35000[,0,1185.94,365.0
2017,"(1,2]",ANNUEL,[0;20000[,C,46,M,False,57,2012.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2020,"(2,5]",ANNUEL,[20000;40000[,A,33,M,False,18,2016.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2016,"(0,1]",ANNUEL,[0;20000[,A,58,M,False,37,2013.0,DIESEL,VRAI,[20000;25000[,0,0.0,41.88524590163944
2021,"(0,1]",ANNUEL,[20000;40000[,H,45,M,False,54,2015.0,DIESEL,VRAI,[35000;99999[,0,0.0,153.00000000000006
2018,"(1,2]",MENSUEL,[20000;40000[,C,21,M,False,9,2018.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2017,"(1,2]",ANNUEL,[20000;40000[,B,41,M,False,41,2016.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2016,"(-1,0]",MENSUEL,[0;20000[,C,36,M,False,39,2017.0,ESSENCE,VRAI,[35000;99999[,0,0.0,267.8524590163934
2016,"(-1,0]",ANNUEL,[20000;40000[,C,47,F,True,59,2015.0,ESSENCE,FAUX,[20000;25000[,0,0.0,52.00000000000017
2021,"(2,5]",ANNUEL,[20000;40000[,A,51,M,True,50,2017.0,DIESEL,VRAI,[35000;99999[,0,0.0,303.99999999999994
2021,"(1,2]",TRIMESTRIEL,[20000;40000[,C,40,M,False,16,2019.0,ESSENCE,FAUX,[20000;25000[,0,0.0,303.99999999999994
2020,"(2,5]",TRIMESTRIEL,[0;20000[,B,50,M,False,38,2015.0,ESSENCE,FAUX,[0;10000[,0,0.0,365.0
2017,"(-1,0]",ANNUEL,[0;20000[,C,36,F,False,47,2017.0,ESSENCE,FAUX,[15000;20000[,0,0.0,192.9999999999999
2021,"(1,2]",ANNUEL,[0;20000[,E,41,M,False,55,2020.0,ESSENCE,VRAI,[20000;25000[,0,0.0,303.99999999999994
2019,"(-1,0]",MENSUEL,[20000;40000[,B,33,F,False,19,2019.0,ESSENCE,FAUX,[15000;20000[,1,2223.07,299.1803278688525
2018,"(2,5]",TRIMESTRIEL,[0;20000[,A,37,M,False,46,2014.0,DIESEL,VRAI,[15000;20000[,0,0.0,365.0
2017,"(1,2]",MENSUEL,[0;20000[,A,31,F,False,55,2014.0,DIESEL,FAUX,[15000;20000[,0,0.0,365.0
2021,"(2,5]",MENSUEL,[20000;40000[,C,28,M,False,20,2015.0,DIESEL,FAUX,[25000;35000[,0,0.0,303.99999999999994
2020,"(0,1]",TRIMESTRIEL,[20000;40000[,H,40,M,True,32,2013.0,DIESEL,FAUX,[35000;99999[,0,0.0,365.0
2016,"(0,1]",MENSUEL,[20000;40000[,B,36,F,False,15,2014.0,DIESEL,VRAI,[25000;35000[,0,0.0,21.9398907103825
2017,"(1,2]",MENSUEL,[0;20000[,F,37,M,False,23,2014.0,ESSENCE,VRAI,[10000;15000[,0,0.0,365.0
2019,"(1,2]",ANNUEL,[20000;40000[,C,37,F,False,22,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,365.0
2020,"(2,5]",MENSUEL,[0;20000[,C,60,F,False,44,2016.0,ESSENCE,VRAI,[15000;20000[,0,0.0,365.0
2017,"(-1,0]",MENSUEL,[20000;40000[,D,28,M,False,15,2014.0,DIESEL,FAUX,[15000;20000[,0,0.0,123.0
2019,"(0,1]",ANNUEL,[0;20000[,B,28,Autre,False,19,2017.0,DIESEL,VRAI,[35000;99999[,0,0.0,145.00000000000009
2016,"(0,1]",TRIMESTRIEL,[0;20000[,A,45,F,False,60,2009.0,ESSENCE,VRAI,[15000;20000[,0,0.0,365.0
2021,"(1,2]",ANNUEL,[20000;40000[,D,70,M,True,37,2020.0,ESSENCE,FAUX,[25000;35000[,0,0.0,303.99999999999994
2018,"(1,2]",ANNUEL,[0;20000[,A,41,M,False,55,2014.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2016,"(-1,0]",MENSUEL,[0;20000[,B,35,M,True,3,2018.0,DIESEL,FAUX,[10000;15000[,0,0.0,189.99999999999983
2016,"(0,1]",TRIMESTRIEL,[0;20000[,A,47,M,False,55,2016.0,ESSENCE,FAUX,[15000;20000[,0,0.0,103.71584699453557
2020,"(0,1]",MENSUEL,[0;20000[,B,27,F,False,9,2020.0,ESSENCE,VRAI,[20000;25000[,0,0.0,202.44535519125668
2018,"(-1,0]",TRIMESTRIEL,[0;20000[,C,34,M,False,12,2013.0,DIESEL,FAUX,[10000;15000[,0,0.0,50.0
2021,"(0,1]",MENSUEL,[0;20000[,B,47,F,True,25,2016.0,ESSENCE,FAUX,[10000;15000[,0,0.0,303.99999999999994
2017,"(-1,0]",TRIMESTRIEL,[0;20000[,E,40,F,False,46,2017.0,ESSENCE,FAUX,[0;10000[,0,0.0,85.99999999999986
2019,"(-1,0]",MENSUEL,[0;20000[,B,48,F,True,39,2015.0,ESSENCE,FAUX,[0;10000[,0,0.0,365.0
2021,"(5,10]",MENSUEL,[40000;60000[,A,51,F,True,36,2018.0,ESSENCE,FAUX,[15000;20000[,0,0.0,202.00000000000014
2020,"(2,5]",ANNUEL,[0;20000[,B,65,M,False,55,2015.0,DIESEL,VRAI,[25000;35000[,0,0.0,365.0
2020,"(2,5]",ANNUEL,[0;20000[,B,63,M,False,27,2016.0,ESSENCE,VRAI,[25000;35000[,0,1461.61,365.0
